iter	Logloss
137	0.6707470467
138	0.6706562099
139	0.6705505247
140	0.6704511719
141	0.6703480342
142	0.6702376543
143	0.6701370823
144	0.6700022646
145	0.6698842967
146	0.6697384701
147	0.6696970185
148	0.6695397099
149	0.6694576073
150	0.6693453168
151	0.6692007275
152	0.6690892013
153	0.6689640822
154	0.6688653663
155	0.6687920163
156	0.6687243071
157	0.6686027728
158	0.6685298595
159	0.6684349102
160	0.6683745525
161	0.6682860812
162	0.6681979374
163	0.6681085198
164	0.6680037263
165	0.6679012437
166	0.6677905726
167	0.6676736056
168	0.6675738525
169	0.6674310829
170	0.6673311296
171	0.6672096316
172	0.6670997248
173	0.6669897453
174	0.666882295
175	0.6667565937
176	0.6666809873
177	0.6665803061
178	0.6664539679
179	0.6663190774
180	0.6662210165
181	0.6660989363
182	0.6659759644
183	0.6658781401
184	0.6657893049
185	0.6657072387
186	0.6656281022
187	0.6654773261
188	0.6653584849
189	0.6652664652
190	0.665179486
191	0.665075293
192	0.6649755034
193	0.664874058
194	0.6647802733
195	0.6646487855
196	0.6645703769
197	0.6644710604
198	0.6643665762
199	0.6642337601
200	0.6641272014
201	0.6640266477
202	0.6639350466
203	0.6638152409
204	0.6637221113
205	0.6636236683
206	0.6634629023
207	0.6633097061
208	0.6632308061
209	0.6631323632
210	0.6630164333
211	0.6629111849
212	0.6628028612
213	0.6626951016
214	0.6625872874
215	0.6624967599
216	0.6624252841
217	0.6623476761
218	0.6622172073
219	0.6620926523
220	0.6619354711
221	0.6618194139
222	0.6617081788
223	0.6616047135
224	0.6614557025
225	0.6613683594
226	0.6611796436
227	0.6610801816
228	0.6609517144
229	0.660803686
230	0.6606763106
231	0.6605325766
232	0.6604306217
233	0.6603207695
234	0.66023228
235	0.6601027756
236	0.6599943609
237	0.6598804327
238	0.6597353885
239	0.6596054656
240	0.6594669721
241	0.6593621786
242	0.6592422092
243	0.6591387803
244	0.6590380446
245	0.6588685807
246	0.6587233363
247	0.658580039
248	0.6584904759
249	0.6583413739
250	0.658219603
251	0.6581296578
252	0.6579920742
253	0.6578471573
254	0.657729608
255	0.6576102937
256	0.6574687978
257	0.6573673706
258	0.6572304238
259	0.657092731
260	0.6569764737
261	0.6568318662
262	0.6567070383
263	0.6565746225
264	0.6564253931
265	0.6563066064
266	0.6561809233
267	0.6560223409
268	0.6559449149
269	0.6558157926
270	0.6557090884
271	0.655545229
272	0.6554433105
273	0.6553272533
274	0.655173493
275	0.6550654241
276	0.6549376848
277	0.6548471027
278	0.6547367046
279	0.6546070182
280	0.6544767314
281	0.654362694
282	0.6542200335
283	0.6540878179
284	0.6539551291
285	0.6539025777
286	0.6537752022
287	0.6536747758
288	0.6535538056
289	0.6534241738
290	0.6532848433
291	0.653132011
292	0.6530214674
293	0.6528778607
294	0.6527273212
295	0.6526160679
296	0.6524567394
297	0.6523321117
298	0.6522395644
299	0.6520622214
300	0.6519221995
301	0.6517971168
302	0.6517023495
303	0.6516053622
304	0.6514717818
305	0.6513287029
306	0.6511760707
307	0.6510516614
308	0.6509220114
309	0.6507966558
310	0.6506821089
311	0.6505784254
312	0.6504585833
313	0.6503181246
314	0.6501813416
315	0.6500817341
316	0.6499460975
317	0.6498444883
318	0.6497426971
319	0.6495862437
320	0.6494068628
321	0.6492431854
322	0.6491443239
323	0.6490073953
324	0.6488830223
325	0.6487456389
326	0.648658878
327	0.6485297558
328	0.6484030536
329	0.6482674352
330	0.6481558908
331	0.6480409254
332	0.6479746901
333	0.6478546115
334	0.6477113506
335	0.647553023
336	0.6474214442
337	0.6473495499
338	0.6472230661
339	0.6471263518
340	0.6469445507
341	0.6467972865
342	0.6466551174
343	0.6465026672
344	0.6463763472
345	0.6462341962
346	0.6461218147
347	0.6460189864
348	0.6459205434
349	0.6458380587
350	0.6457037869
351	0.6455227864
352	0.6454266908
353	0.6453218426
354	0.6452029468
355	0.6451575829
356	0.6450417441
357	0.6449003938
358	0.6448529192
359	0.6447367164
360	0.6446044098
361	0.6445182312
362	0.6443908194
363	0.6442944872
364	0.6441895117
365	0.6440798233
366	0.643988022
367	0.6438831374
368	0.6437592012
369	0.64362351
370	0.6435272506
371	0.6434208011
372	0.6432946267
373	0.6431528942
374	0.6430332523
375	0.6428741241
376	0.6427374321
377	0.6426129681
378	0.6424585345
379	0.642376159
380	0.6422256377
381	0.64209546
382	0.6419521991
383	0.6418198379
384	0.6417185016
385	0.6415706006
386	0.6414290683
387	0.6412848248
388	0.641185472
389	0.6410784948
390	0.6409660041
391	0.6408162835
392	0.6407202606
393	0.640623801
394	0.6404664196
395	0.6403513268
396	0.6402644204
397	0.6401260725
398	0.6400183857
399	0.6399115724
400	0.6398120194
401	0.6396755093
402	0.639583235
403	0.639498221
404	0.6394199943
405	0.6393083588
406	0.6391958864
407	0.6390984078
408	0.6390015115
409	0.638888293
410	0.638812632
411	0.6386670965
412	0.6385595552
413	0.6384523779
414	0.6383214906
415	0.638171497
416	0.6380620087
417	0.6379788144
418	0.6378616472
419	0.6377595831
420	0.6376318256
421	0.6375009201
422	0.637398947
423	0.6372620002
424	0.6371726373
425	0.6370643136
426	0.6369406502
427	0.6368342736
428	0.6367081901
429	0.6365956631
430	0.6364585889
431	0.6363678431
432	0.6362371741
433	0.6361104356
434	0.6360096998
435	0.6358490066
436	0.6357314028
437	0.6356135805
438	0.6355258189
439	0.6354061406
440	0.6352444284
441	0.635116034
442	0.635038153
443	0.6349372717
444	0.6348286387
445	0.6347256102
446	0.6345640072
447	0.6344428004
448	0.634338116
449	0.6342376532
450	0.6341643396
451	0.6340370187
452	0.6339657067
453	0.6338615682
454	0.6337423449
455	0.6336160612
456	0.6335115406
457	0.6334470705
458	0.6333269373
459	0.633199762
460	0.633078901
461	0.6329529995
462	0.6328614348
463	0.6327096943
464	0.632568071
465	0.6324806187
466	0.6323501681
467	0.632228561
468	0.6321164706
469	0.6319956641
470	0.6318937638
471	0.631801908
472	0.6317146376
473	0.6316314251
474	0.6315490678
475	0.6314172524
476	0.6312662034
477	0.6311973297
478	0.6310452799
479	0.6309434887
480	0.6308213357
481	0.6307009296
482	0.6306094194
483	0.6305027516
484	0.6304087668
485	0.6303033363
486	0.6302305322
487	0.6301059409
488	0.6300054417
489	0.6298790853
490	0.6297408466
491	0.6296158367
492	0.6294972684
493	0.6294025557
494	0.6293098446
495	0.6291888743
496	0.6290974188
497	0.6289716265
498	0.6288832644
499	0.6287670616
500	0.628641706
501	0.6285462836
502	0.6284153053
503	0.6283070908
504	0.6281870668
505	0.6280804172
506	0.6279982601
507	0.6278783452
508	0.6277305533
509	0.627629672
510	0.6275078102
511	0.6274013607
512	0.6272754228
513	0.6271980514
514	0.6270555365
515	0.626941208
516	0.6268589781
517	0.62675877
518	0.6266007517
519	0.6264808369
520	0.6263675455
521	0.6262279057
522	0.6261189815
523	0.6259978111
524	0.6258933087
525	0.6258057654
526	0.625681629
527	0.6255565282
528	0.6254594317
529	0.625339062
530	0.6252304289
531	0.6251185023
532	0.6250740119
533	0.624937138
534	0.6248349283
535	0.6247239479
536	0.6245813421
537	0.6244841364
538	0.6243542499
539	0.6242396666
540	0.6241414784
541	0.6240668364
542	0.6239707772
543	0.6238778113
544	0.6237515277
545	0.6236804704
546	0.6236112146
547	0.6234641688
548	0.6233322443
549	0.6232183707
550	0.6230847903
551	0.6229755568
552	0.6228826819
553	0.6227822191
554	0.6226490936
555	0.6225500683
556	0.6224345752
557	0.6223548564
558	0.6222398364
559	0.6220885508
560	0.6219389757
561	0.621823519
562	0.6217319179
563	0.6216086185
564	0.6214731639
565	0.6213885866
566	0.6212437244
567	0.6211437347
568	0.6210366302
569	0.6209376959
570	0.6208475687
571	0.620735078
572	0.6206753207
573	0.620560883
574	0.6204709378
575	0.6203987705
576	0.6202827679
577	0.6201762639
578	0.6200790947
579	0.6199347419
580	0.6198687433
581	0.6197942469
582	0.6196970958
583	0.6195860245
584	0.6194805213
585	0.6193628264
586	0.6192597979
587	0.6191893411
588	0.6190501926
589	0.6189392122
590	0.6188314526
591	0.6187226012
592	0.6186034142
593	0.6184843546
594	0.6184058186
595	0.6183149271
596	0.6182017814
597	0.6180856332
598	0.6179914118
599	0.6178995923
600	0.617817508
601	0.6177362607
602	0.6176284101
603	0.6175500378
604	0.6174244275
605	0.6173144297
606	0.6171929682
607	0.6170885931
608	0.6169817616
609	0.6168745479
610	0.6167728477
611	0.6166378844
612	0.6165265583
613	0.6164188533
614	0.6163082368
615	0.616228427
616	0.6161461789
617	0.6160390926
618	0.615937538
619	0.6158040122
620	0.615722037
621	0.6156093098
622	0.615485137
623	0.6153980122
624	0.6152928729
625	0.6151799091
626	0.6150677642
627	0.6149519617
628	0.6148528455
629	0.6147699423
630	0.6146728458
631	0.6145590996
632	0.6144520133
633	0.6143688735
634	0.6143073148
635	0.6142260857
636	0.6141667288
637	0.6140373517
638	0.6139548489
639	0.6138188301
640	0.6137108158
641	0.6136084788
642	0.6135186791
643	0.6134182345
644	0.6133165889
645	0.6132608167
646	0.6131244522
647	0.6129886155
648	0.6128876977
649	0.6127694752
650	0.6126747079
651	0.6125697869
652	0.6124133517
653	0.6122746035
654	0.6121669167
655	0.6120738235
656	0.6119881545
657	0.6118734438
658	0.6117796045
659	0.6116533027
660	0.6115427045
661	0.6114086601
662	0.6113380668
663	0.6112739606
664	0.6111934411
665	0.6111088638
666	0.6109970009
667	0.6108722822
668	0.6107784611
669	0.6106717842
670	0.610591656
671	0.6104982626
672	0.6104209639
673	0.6103432831
674	0.6102556124
675	0.610150273
676	0.6100575619
677	0.6099645869
678	0.6098622226
679	0.6097495772
680	0.6096349394
681	0.609546004
682	0.6094625368
683	0.6093704625
684	0.6092839382
685	0.6091876606
686	0.6090644067
687	0.6089489591
688	0.6088379788
689	0.6087237412
690	0.6086324313
691	0.6085586172
692	0.6085116248
693	0.608425237
694	0.608332817
695	0.6082117467
696	0.6080864366
697	0.6079612812
698	0.6078457972
699	0.6077668153
700	0.6076645874
701	0.6075299425
702	0.6074059244
703	0.6072980283
704	0.6071888039
705	0.6070706177
706	0.607019149
707	0.6069371647
708	0.6068125552
709	0.6066976444
710	0.6065761373
711	0.6064790318
712	0.6063577704
713	0.6062507114
714	0.6061423331
715	0.6060302245
716	0.60592988
717	0.6058551743
718	0.605726325
719	0.6056195753
720	0.6055425769
721	0.6054327065
722	0.6053367656
723	0.6052351746
724	0.6051158875
725	0.6050072818
726	0.6049302561
727	0.6048164825
728	0.6047217789
729	0.6046280397
730	0.6045704205
731	0.6044487133
732	0.6043181445
733	0.6042134419
734	0.6041518832
735	0.604047308
736	0.603976933
737	0.6038935385
738	0.6037996811
739	0.6037277231
740	0.6036398886
741	0.6035444481
742	0.6034744735
743	0.6034307746
744	0.6033151723
745	0.6032144093
746	0.6031066952
747	0.603056764
748	0.6029563012
749	0.602859414
750	0.6027793677
751	0.6026819073
752	0.6025887959
753	0.6025082401
754	0.6024285212
755	0.602312
756	0.6022355657
757	0.6021353304
758	0.6020524272
759	0.6019530744
760	0.6018322861
761	0.6017043102
762	0.6016157115
763	0.6014920482
764	0.6013492695
765	0.6012419284
766	0.6011433944
767	0.6010495915
768	0.6009256734
769	0.6008131464
770	0.6007382769
771	0.6006447561
772	0.6005751727
773	0.6005138324
774	0.6004109767
775	0.6003251166
776	0.6002657233
777	0.6001782255
778	0.6000842952
779	0.6000171138
780	0.5999061061
781	0.5997922507
782	0.5996696155
783	0.5995872764
784	0.5994280662
785	0.5993231999
786	0.5992150491
787	0.599116597
788	0.5990308642
789	0.5989377528
790	0.5988546495
791	0.5987729109
792	0.5986666707
793	0.5985211352
794	0.5984339012
795	0.5983300357
796	0.5982600338
797	0.5981411743
798	0.598060391
799	0.5980025899
800	0.5979604923
801	0.5978749688
802	0.5977654988
803	0.5976592768
804	0.5975766193
805	0.5974586332
806	0.5973848738
807	0.5972686983
808	0.5971889886
809	0.5970750604
810	0.5969995086
811	0.5968942237
812	0.5968120939
813	0.5967057081
814	0.5965975846
815	0.5964975039
816	0.5963963406
817	0.5962872526
818	0.5962058416
819	0.5961298803
820	0.5960442386
821	0.595947042
822	0.5958370261
823	0.5957406302
824	0.5956404585
825	0.5955623865
826	0.5954803477
827	0.5953613244
828	0.5952922961
829	0.5952155524
830	0.5951172004
831	0.5950247622
832	0.5949325879
833	0.5948502306
834	0.5947913104
835	0.5946817403
836	0.5945671115
837	0.5944513728
838	0.5943786687
839	0.5942514935
840	0.5941201148
841	0.5940106175
842	0.5938997827
843	0.5938436374
844	0.5937363236
845	0.5936348691
846	0.5935425493
847	0.593454451
848	0.5933398859
849	0.5932352743
850	0.593135967
851	0.5930621165
852	0.5930032327
853	0.5928825354
854	0.5928129702
855	0.5927291208
856	0.5926451258
857	0.5925415151
858	0.5924623148
859	0.592347213
860	0.5922231493
861	0.5921157901
862	0.5920117517
863	0.5919533682
864	0.5918588739
865	0.5917649072
866	0.5916831595
867	0.5915683124
868	0.591469187
869	0.5914220672
870	0.5913393733
871	0.5912299214
872	0.5911256738
873	0.5910099259
874	0.5908929134
875	0.5907961081
876	0.5906774033
877	0.5905750936
878	0.5905034176
879	0.5904124534
880	0.5903498666
881	0.5902388225
882	0.5901308901
883	0.5900084732
884	0.5899213939
885	0.5898448595
886	0.5897193674
887	0.5895946123
888	0.5895012461
889	0.5894113646
890	0.5893430914
891	0.5892355229
892	0.5891275631
893	0.5890500734
894	0.5890018982
895	0.5889163019
896	0.5888004085
897	0.5887101084
898	0.5886427723
899	0.5885505343
900	0.5884849815
901	0.5884045621
902	0.5882629662
903	0.588175068
904	0.5880521144
905	0.5879744791
906	0.5878684845
907	0.5877656289
908	0.5876928429
909	0.5876343594
910	0.5875391736
911	0.5874511845
912	0.5873701556
913	0.5872751972
914	0.5871769999
915	0.5870797396
916	0.5870201098
917	0.5869107307
918	0.5868022887
919	0.5867126892
920	0.586622471
921	0.5865174955
922	0.5863990182
923	0.5862871007
924	0.5861487528
925	0.5860384275
926	0.5859619841
927	0.5858852222
928	0.585802965
929	0.5857080612
930	0.5856300256
931	0.5855581313
932	0.5854996478
933	0.5854097025
934	0.5853573057
935	0.585274257
936	0.5852122343
937	0.5851322516
938	0.5850209801
939	0.5849266586
940	0.5848540637
941	0.5847601972
942	0.5846520281
943	0.5845493454
944	0.5844755586
945	0.5844159287
946	0.5843377839
947	0.5842751698
948	0.5841823677
949	0.5841123477
950	0.5839882931
951	0.5839240686
952	0.5838927798
953	0.5837862211
954	0.5836747131
955	0.5835910911
956	0.5835221992
957	0.5834332457
958	0.5833262594
959	0.5832363051
960	0.5831836718
961	0.5830833546
962	0.5829893515
963	0.5829099329
964	0.5828514858
965	0.5827563091
966	0.5826651538
967	0.5825657646
968	0.5824871194
969	0.5823847005
970	0.5822878679
971	0.5822152912
972	0.5821450345
973	0.5820696374
974	0.5820009002
975	0.5819116737
976	0.5818161058
977	0.5817106116
978	0.5816289094
979	0.5815519019
980	0.5814934821
981	0.5814003524
982	0.5813443892
983	0.5812377759
984	0.5811430905
985	0.5810689671
986	0.5809523368
987	0.5808710804
988	0.5807640122
989	0.5806760868
990	0.5805905269
991	0.5804973245
992	0.5804231829
993	0.5803454839
994	0.5802807227
995	0.5801313204
996	0.5800256352
997	0.5799332335
998	0.5798132458
999	0.5796918662
